,location,bath,price,bhk,area_sqft
1364,Chikkalasandra,2,47.42,2,1090.0
1365,Chikkalasandra,2,59.0,2,1325.0
1366,Chikkalasandra,2,72.0,2,1290.0
1367,Choodasandra,2,50.0,2,1115.0
1368,Choodasandra,2,57.0,2,1300.0
1369,Choodasandra,3,77.0,3,1530.0
1370,Choodasandra,2,63.0,2,1197.0
1371,Choodasandra,3,75.0,3,1465.0
1372,Choodasandra,2,50.0,2,1115.0
1373,Choodasandra,2,59.0,2,1215.0
1374,Choodasandra,2,65.0,3,1254.0
1375,Choodasandra,3,105.0,3,1580.0
1376,Choodasandra,2,36.0,2,725.0
1377,Choodasandra,3,210.0,4,2429.0
1378,Choodasandra,2,45.0,2,1075.0
1379,Choodasandra,2,71.22,2,1180.0
1380,Choodasandra,2,62.0,2,1140.0
1381,Choodasandra,3,78.0,3,1560.0
1382,Choodasandra,2,46.0,2,1065.0
1383,Choodasandra,2,50.0,2,1115.0
1384,Choodasandra,2,50.0,2,1115.0
1385,Cooke Town,4,450.0,4,3950.0
1386,Cooke Town,4,239.0,3,2388.0
1387,Cooke Town,2,200.0,2,1710.0
1388,Cooke Town,2,111.0,2,1310.0
1389,Cooke Town,5,415.0,4,3900.0
1390,Cooke Town,4,310.0,3,2560.0
1391,Cooke Town,3,375.0,3,2600.0
1392,Cooke Town,2,90.0,2,1100.0
1393,Cooke Town,3,250.0,3,2300.0
1394,Cox Town,3,150.0,3,1975.0
1395,Cox Town,3,100.0,3,1650.0
1396,Cox Town,3,140.0,3,1730.0
1397,Cox Town,3,150.0,3,1600.0
1398,Cox Town,2,95.0,2,1250.0
1399,Cox Town,2,120.0,2,1280.0
1400,Cox Town,2,72.0,2,1073.0
1401,Cox Town,2,58.0,2,1000.0
1402,Cox Town,2,140.0,2,1200.0
1403,Cunningham Road,4,1250.0,4,5270.0
1404,Cunningham Road,3,864.0,3,3875.0
1405,Cunningham Road,3,800.0,3,3875.0
1406,Cunningham Road,3,763.0,3,3815.0
1407,Cunningham Road,3,501.0,3,2880.0
1408,Cunningham Road,3,662.0,3,3489.0
1409,Cunningham Road,3,800.0,3,4170.0
1410,Cunningham Road,3,501.0,3,2700.0
1411,Cunningham Road,3,560.0,3,2880.0
1412,Dasanapura,2,37.0,2,708.0
1413,Dasanapura,1,40.0,2,708.0
1414,Dasanapura,2,42.5,2,965.0
1415,Dasanapura,2,42.0,2,814.0
1416,Dasanapura,2,65.0,2,1163.0
1417,Dasanapura,2,68.0,3,1286.0
1418,Dasanapura,2,31.15,2,708.0
1419,Dasanapura,1,41.0,1,708.0
1420,Dasanapura,2,43.7,2,814.0
1421,Dasarahalli,2,65.0,2,1295.0
1422,Dasarahalli,2,70.0,2,1150.0
1423,Dasarahalli,3,120.0,3,2100.0
1424,Dasarahalli,2,52.0,2,1220.0
1425,Dasarahalli,2,60.0,2,1375.0
1426,Dasarahalli,2,78.56,2,1333.0
1427,Dasarahalli,2,62.0,2,1220.0
1428,Devanahalli,2,66.78,2,1260.0
1429,Devanahalli,2,68.52,3,1282.0
1430,Devanahalli,2,65.0,2,1360.0
1431,Devanahalli,2,85.0,2,1408.0
1432,Devanahalli,2,51.0,2,1010.0
1433,Devanahalli,2,53.35,2,1080.0
1434,Devanahalli,5,100.0,5,2400.0
1435,Devanahalli,2,59.0,2,1174.0
1436,Devanahalli,1,34.0,1,658.0
1437,Devanahalli,1,26.91,1,658.0
1438,Devanahalli,1,28.57,1,698.5
1439,Devanahalli,2,52.0,2,1080.0
1440,Devanahalli,3,88.2,3,1700.0
1441,Devanahalli,3,79.15,3,1498.0
1442,Devanahalli,3,77.59,3,1466.0
1443,Devanahalli,1,39.0,1,775.0
1444,Devanahalli,2,49.87,1,1020.0
1445,Devanahalli,2,48.0,2,1045.0
1446,Devanahalli,3,85.0,3,1550.0
1447,Devanahalli,2,65.0,2,1340.0
1448,Devanahalli,3,107.0,3,2125.0
1449,Devanahalli,2,56.45,2,1230.0
1450,Devanahalli,2,62.425,2,1360.0
1451,Devanahalli,1,26.91,1,658.0
1452,Devanahalli,2,58.0,2,1010.0
1453,Devarachikkanahalli,2,40.0,2,1250.0
1454,Devarachikkanahalli,2,83.0,2,1200.0
1455,Devarachikkanahalli,2,40.0,2,1170.0
1456,Devarachikkanahalli,1,24.0,1,615.0
1457,Devarachikkanahalli,2,58.0,2,1230.0
1458,Devarachikkanahalli,2,65.0,3,1425.0
1459,Devarachikkanahalli,2,43.0,2,947.0
1460,Devarachikkanahalli,2,36.0,2,1130.0
1461,Devarachikkanahalli,2,76.0,3,1417.0
1462,Devarachikkanahalli,2,58.0,2,1230.0
1463,Devarachikkanahalli,3,75.0,3,1705.0
1464,Devarachikkanahalli,2,47.0,2,1116.0
1465,Devarachikkanahalli,2,40.0,2,991.0
1466,Dodda Nekkundi,2,55.0,2,1260.0
1467,Dodda Nekkundi,2,28.0,2,850.0
1468,Dodda Nekkundi,2,60.0,2,1390.0
1469,Dodda Nekkundi,3,121.0,3,1804.0
1470,Dodda Nekkundi,2,50.0,2,1080.0
1471,Dodda Nekkundi,3,132.0,3,1999.0
1472,Dodda Nekkundi,2,48.0,2,1100.0
1473,Dodda Nekkundi,3,135.0,3,1999.0
1474,Dodda Nekkundi,2,41.15,2,1100.0
1475,Dodda Nekkundi,2,71.0,3,1252.0
1476,Dodda Nekkundi,2,46.0,2,1155.0
1477,Dodda Nekkundi,2,45.0,2,1128.0
1478,Dodda Nekkundi,2,56.0,2,1148.0
1479,Dodda Nekkundi,2,46.5,2,1145.0
1480,Dodda Nekkundi,3,125.0,3,1829.0
1481,Dodda Nekkundi,2,41.16,2,1100.0
1482,Dodda Nekkundi,2,46.75,2,1100.0
1483,Dodda Nekkundi,2,50.0,2,1315.0
1484,Dodda Nekkundi,2,58.0,2,1135.0
1485,Dodda Nekkundi,2,41.18,2,1100.0
1486,Dodda Nekkundi,2,60.0,2,1370.0
1487,Dodda Nekkundi,2,71.0,2,1200.0
1488,Dodda Nekkundi,2,79.0,3,1585.0
1489,Dodda Nekkundi,2,45.0,2,1005.0
1490,Dodda Nekkundi,2,52.0,2,1264.0
1491,Doddaballapur,3,80.0,4,1690.0
1492,Doddaballapur,4,325.0,4,4200.0
1493,Doddaballapur,3,300.0,3,3876.0
1494,Doddaballapur,4,195.0,3,2776.0
1495,Doddaballapur,3,142.0,3,2440.0
1496,Doddaballapur,3,200.0,4,2400.0
1497,Doddaballapur,1,49.0,1,654.0
1498,Doddaballapur,5,270.0,4,3206.0
1499,Doddakallasandra,2,40.39,2,1010.0
1500,Doddakallasandra,2,40.39,2,1010.0
1501,Doddakallasandra,2,42.87,2,1072.0
1502,Doddakallasandra,2,40.4,2,1010.0
1503,Doddakallasandra,2,41.0,2,1010.0
1504,Doddakallasandra,2,42.87,2,1072.0
1505,Doddathoguru,2,33.0,2,970.0
1506,Doddathoguru,2,32.0,2,1050.0
1507,Doddathoguru,2,25.0,2,850.0
1508,Doddathoguru,2,42.0,2,1030.0
1509,Doddathoguru,3,65.0,3,1549.0
1510,Doddathoguru,1,17.0,1,550.0
1511,Doddathoguru,2,33.5,2,1015.0
1512,Doddathoguru,2,39.0,2,1104.0
1513,Doddathoguru,2,32.0,2,915.0
1514,Doddathoguru,1,25.5,1,750.0
1515,Doddathoguru,3,62.0,3,1595.0
1516,Doddathoguru,2,32.0,2,855.0
1517,Doddathoguru,2,50.0,2,1105.0
1518,Doddathoguru,2,30.0,2,925.0
1519,Doddathoguru,3,45.0,3,1208.0
1520,Doddathoguru,2,50.0,2,1100.0
1521,Doddathoguru,2,32.9,2,940.0
1522,Doddathoguru,3,65.0,3,1382.0
1523,Doddathoguru,2,44.0,2,1107.0
1524,Doddathoguru,2,40.0,2,907.0
1525,Doddathoguru,3,85.0,3,1783.0
1526,Doddathoguru,1,17.0,1,550.0
1527,Domlur,3,90.0,3,1540.0
1528,Domlur,2,150.0,3,1875.0
1529,Domlur,3,86.0,3,1429.0
1530,Domlur,1,55.0,1,640.0
1531,Domlur,2,85.0,2,1050.0
1532,Domlur,3,150.0,3,1800.0
1533,Domlur,3,135.0,3,1720.0
1534,Domlur,3,165.0,3,1950.0
1535,Domlur,3,285.0,3,2180.0
1536,Domlur,1,70.0,1,650.0
1537,Domlur,1,70.0,1,780.0
1538,Domlur,3,285.0,3,2180.0
1539,Domlur,3,120.0,3,1740.0
1540,Domlur,3,125.0,3,1695.0
1541,Domlur,2,95.0,2,1246.0
1542,Domlur,3,145.0,3,2100.0
1543,Domlur,2,80.0,2,1276.0
1544,Domlur,3,180.0,3,1850.0
1545,Domlur,3,235.0,3,2955.0
1546,Domlur,3,180.0,3,1650.0
1547,Dommasandra,2,22.14,2,805.0
1548,Dommasandra,3,56.0,3,1267.0
1549,Dommasandra,2,50.0,2,1200.0
1550,Dommasandra,3,68.0,4,2700.0
1551,Dommasandra,2,43.5,2,1153.0
1552,Dommasandra,2,40.0,2,1500.0
1553,Dommasandra,2,43.5,2,1090.0
1554,Dommasandra,2,25.4,2,850.0
1555,Dommasandra,1,19.9,2,674.0
1556,Dommasandra,2,32.9,2,999.0
1557,EPIP Zone,2,82.0,2,1285.0
1558,EPIP Zone,3,162.0,3,2330.0
1559,EPIP Zone,2,92.5,2,1330.0
1560,EPIP Zone,2,86.98,2,1330.0
1561,EPIP Zone,2,93.36,2,1330.0
1562,EPIP Zone,3,102.0,3,1500.0
1563,EPIP Zone,2,69.0,2,1280.0
1564,EPIP Zone,2,65.0,2,1125.0
1565,EPIP Zone,3,125.0,3,1734.0
1566,EPIP Zone,2,86.0,2,1343.0
1567,EPIP Zone,4,163.0,3,2350.0
1568,EPIP Zone,3,130.0,3,1860.0
1569,EPIP Zone,3,165.0,3,2210.0
1570,EPIP Zone,3,177.0,3,2710.0
1571,Electronic City,2,47.0,3,1025.0
1572,Electronic City,2,64.5,3,1500.0
1573,Electronic City,2,60.0,2,1060.0
1574,Electronic City,2,64.5,2,1152.0
1575,Electronic City,1,36.0,2,770.0
1576,Electronic City,2,52.0,2,1070.0
1577,Electronic City,2,46.0,2,1025.0
1578,Electronic City,1,27.0,1,589.0
1579,Electronic City,2,40.0,2,910.0
1580,Electronic City,2,63.0,2,1108.0
1581,Electronic City,2,65.0,2,1128.0
1582,Electronic City,3,95.0,3,1800.0
1583,Electronic City,1,34.65,1,630.0
1584,Electronic City,2,63.0,2,1128.0
1585,Electronic City,3,99.0,3,1599.0
1586,Electronic City,2,55.0,2,1070.0
1587,Electronic City,2,41.0,2,940.0
1588,Electronic City,2,68.75,2,1128.0
1589,Electronic City,2,73.3,2,1342.0
1590,Electronic City,2,71.0,3,1360.0
1591,Electronic City,2,56.93,2,1265.0
1592,Electronic City,2,102.0,3,1691.0
1593,Electronic City,2,65.49,2,1128.0
1594,Electronic City,2,56.1,2,1070.0
1595,Electronic City,4,120.0,4,2000.0
1596,Electronic City,2,45.0,2,890.0
1597,Electronic City,2,65.65,2,1128.0
1598,Electronic City,2,42.0,2,865.0
1599,Electronic City,2,42.0,2,910.0
1600,Electronic City,2,75.0,3,1360.0
1601,Electronic City,1,40.0,2,770.0
1602,Electronic City,2,64.0,2,1128.0
1603,Electronic City,2,54.0,2,1070.0
1604,Electronic City,3,89.0,3,1571.0
1605,Electronic City,3,50.0,3,1111.0
1606,Electronic City,2,39.5,2,870.0
1607,Electronic City,2,72.0,3,1374.0
1608,Electronic City,2,65.35,2,1128.0
1609,Electronic City,2,65.0,2,1128.0
1610,Electronic City,1,34.0,2,755.0
1611,Electronic City,3,91.84,3,1563.0
1612,Electronic City,3,70.0,3,1652.0
1613,Electronic City,2,54.5,2,1025.0
1614,Electronic City,3,58.0,3,1350.0
1615,Electronic City,3,75.0,3,1700.0
1616,Electronic City,2,68.0,2,1128.0
1617,Electronic City,1,35.0,1,700.0
1618,Electronic City,2,70.5,3,1360.0
1619,Electronic City,3,105.0,3,1571.0
1620,Electronic City,3,104.0,3,1600.0
1621,Electronic City,2,100.0,3,1500.0
1622,Electronic City,2,65.0,2,1152.0
1623,Electronic City,2,60.0,2,1070.0
1624,Electronic City,2,65.5,2,1128.0
1625,Electronic City,2,59.0,2,1200.0
1626,Electronic City,2,65.75,2,1152.0
1627,Electronic City,2,55.0,2,1070.0
1628,Electronic City,2,58.0,2,1060.0
1629,Electronic City,2,54.1,2,1025.0
1630,Electronic City,2,78.0,3,1500.0
1631,Electronic City,2,59.32,2,1213.0
1632,Electronic City,3,90.0,3,1575.0
1633,Electronic City,1,19.5,1,435.0
1634,Electronic City,3,100.0,3,1449.0
1635,Electronic City,2,58.0,2,1125.0
1636,Electronic City,3,101.0,3,1575.0
1637,Electronic City,1,12.0,1,550.0
1638,Electronic City,2,40.0,2,919.0
1639,Electronic City,2,78.25,3,1500.0
1640,Electronic City,2,79.0,2,1363.0
1641,Electronic City,2,67.15,2,1108.0
1642,Electronic City,2,65.7,2,1128.0
1643,Electronic City,2,51.0,2,1060.0
1644,Electronic City,3,100.0,3,1650.0
1645,Electronic City,2,49.0,2,1025.0
1646,Electronic City,3,90.0,3,1449.0
1647,Electronic City,2,58.0,2,1070.0
1648,Electronic City,2,54.0,2,1210.0
1649,Electronic City,2,75.0,3,1500.0
1650,Electronic City,2,52.0,2,1070.0
1651,Electronic City,4,119.0,4,2435.0
1652,Electronic City,2,60.0,2,1073.0
1653,Electronic City,2,78.0,3,1500.0
1654,Electronic City,2,47.0,2,1070.0
1655,Electronic City,2,65.0,2,1296.0
1656,Electronic City,2,70.93,2,1140.0
1657,Electronic City,4,104.0,4,2093.0
1658,Electronic City,2,53.9,2,1025.0
1659,Electronic City,2,54.0,2,940.0
1660,Electronic City,1,21.0,1,435.0
1661,Electronic City,2,77.5,3,1500.0
1662,Electronic City,3,80.0,3,1631.0
1663,Electronic City,2,67.0,2,1355.0
1664,Electronic City,1,22.0,1,435.0
1665,Electronic City,2,50.0,2,1039.0
1666,Electronic City,1,39.9,2,770.0
1667,Electronic City,2,64.0,2,1128.0
1668,Electronic City,1,13.31,1,605.0
1669,Electronic City,1,13.5,1,530.0
1670,Electronic City,2,53.0,2,1070.0
1671,Electronic City,3,83.0,3,1571.0
1672,Electronic City,3,66.0,3,1350.0
1673,Electronic City,3,110.0,3,1652.0
1674,Electronic City,2,65.58,2,1128.0
1675,Electronic City,1,28.0,1,635.0
1676,Electronic City,2,65.4,2,1128.0
1677,Electronic City,2,72.9,2,1355.0
1678,Electronic City,1,35.0,2,770.0
1679,Electronic City,2,40.0,2,865.0
1680,Electronic City,2,63.0,2,1108.0
1681,Electronic City,1,40.5,1,630.0
1682,Electronic City,1,22.0,1,605.0
1683,Electronic City,2,48.0,2,1070.0
1684,Electronic City,2,70.0,3,1360.0
1685,Electronic City,1,28.0,1,635.0
1686,Electronic City,2,65.45,2,1128.0
1687,Electronic City,2,40.0,2,890.0
1688,Electronic City,2,58.0,3,1360.0
1689,Electronic City,1,33.7,1,630.0
1690,Electronic City,3,90.0,3,1400.0
1691,Electronic City,3,55.0,3,1287.0
1692,Electronic City,2,85.5,2,1258.0
1693,Electronic City,2,85.0,2,1386.0
1694,Electronic City,1,27.0,1,550.0
1695,Electronic City,2,50.0,2,1025.0
1696,Electronic City,2,55.0,2,1070.0
1697,Electronic City,2,72.0,2,1342.0
1698,Electronic City,3,70.0,3,1275.0
1699,Electronic City,1,38.0,2,770.0
1700,Electronic City,3,92.59,3,1644.0
1701,Electronic City,2,62.0,2,1250.0
1702,Electronic City,1,12.0,1,418.0
1703,Electronic City,2,64.8,2,1128.0
1704,Electronic City,2,55.0,2,1060.0
1705,Electronic City,1,40.42,1,710.0
1706,Electronic City,3,63.43,3,1275.0
1707,Electronic City,3,75.0,3,1518.0
1708,Electronic City,2,31.48,1,1090.0
1709,Electronic City,2,55.0,2,1060.0
1710,Electronic City,2,75.0,2,1353.0
1711,Electronic City,2,67.0,2,1128.0
1712,Electronic City,2,57.0,2,1070.0
1713,Electronic City,3,90.0,3,1700.0
1714,Electronic City,1,35.0,1,750.0
1715,Electronic City,2,55.0,2,1210.0
1716,Electronic City,2,60.0,2,1070.0
1717,Electronic City,3,97.0,3,1615.0
1718,Electronic City,2,68.0,2,1221.0
1719,Electronic City,3,73.0,3,1500.0
1720,Electronic City,2,48.0,2,995.0
1721,Electronic City,2,90.0,2,1342.0
1722,Electronic City,2,63.5,2,1128.0
1723,Electronic City,1,29.0,1,589.0
1724,Electronic City,3,94.5,3,1575.0
1725,Electronic City,2,48.0,2,1070.0
1726,Electronic City,2,54.0,2,1025.0
1727,Electronic City,2,70.0,3,1500.0
1728,Electronic City,2,64.5,3,1500.0
1729,Electronic City,4,134.0,4,2093.0
1730,Electronic City,2,73.0,2,1355.0
1731,Electronic City,2,64.99,3,1360.0
1732,Electronic City,2,52.0,2,1060.0
1733,Electronic City Phase II,2,39.07,2,1056.0
1734,Electronic City Phase II,2,30.6,2,1020.0
1735,Electronic City Phase II,2,45.0,2,1069.0
1736,Electronic City Phase II,1,28.35,1,630.0
1737,Electronic City Phase II,2,25.0,2,1000.0
1738,Electronic City Phase II,2,28.34,2,1090.0
1739,Electronic City Phase II,4,98.88,4,2225.0
1740,Electronic City Phase II,2,38.0,2,775.0
1741,Electronic City Phase II,2,59.0,2,1266.0
1742,Electronic City Phase II,2,28.88,2,1000.0
1743,Electronic City Phase II,2,44.0,2,972.0
1744,Electronic City Phase II,2,55.0,2,1031.0
1745,Electronic City Phase II,2,40.6,2,1003.0
1746,Electronic City Phase II,2,56.35,2,1031.0
1747,Electronic City Phase II,2,62.78,3,1395.0
1748,Electronic City Phase II,2,33.5,2,1160.0
1749,Electronic City Phase II,2,30.75,2,1065.0
1750,Electronic City Phase II,2,61.25,2,1219.0
1751,Electronic City Phase II,2,28.88,2,1000.0
1752,Electronic City Phase II,3,100.0,3,1790.0
1753,Electronic City Phase II,2,40.0,2,769.0
1754,Electronic City Phase II,2,32.5,2,900.0
1755,Electronic City Phase II,2,50.0,3,993.0
1756,Electronic City Phase II,3,52.47,3,1418.0
1757,Electronic City Phase II,2,45.0,2,1070.0
1758,Electronic City Phase II,2,33.06,2,1140.0
1759,Electronic City Phase II,2,32.67,2,1089.0
1760,Electronic City Phase II,2,55.0,2,1031.0
1761,Electronic City Phase II,2,65.8,2,1253.0
1762,Electronic City Phase II,2,33.5,2,1160.0
1763,Electronic City Phase II,2,45.0,3,975.0
1764,Electronic City Phase II,4,260.0,4,6000.0
1765,Electronic City Phase II,2,37.0,2,1116.0
1766,Electronic City Phase II,2,29.25,2,1125.0
1767,Electronic City Phase II,2,28.88,2,1000.0
1768,Electronic City Phase II,2,28.88,2,1000.0
1769,Electronic City Phase II,2,28.88,2,1000.0
1770,Electronic City Phase II,2,30.29,2,1165.0
1771,Electronic City Phase II,2,53.0,2,1031.0
1772,Electronic City Phase II,2,30.88,2,1065.0
1773,Electronic City Phase II,3,80.0,3,1549.0
1774,Electronic City Phase II,2,56.13,2,1065.0
1775,Electronic City Phase II,2,26.0,2,920.0
1776,Electronic City Phase II,2,33.84,2,1140.0
1777,Electronic City Phase II,2,61.26,2,1219.0
1778,Electronic City Phase II,2,65.0,3,1252.0
1779,Electronic City Phase II,2,32.49,2,1125.0
1780,Electronic City Phase II,2,69.0,2,1286.0
1781,Electronic City Phase II,2,32.92,2,1140.0
1782,Electronic City Phase II,2,40.0,2,1116.0
1783,Electronic City Phase II,3,46.0,3,1150.0
1784,Electronic City Phase II,2,47.0,3,1192.0
1785,Electronic City Phase II,2,32.0,2,1020.0
1786,Electronic City Phase II,3,97.0,4,1900.0
1787,Electronic City Phase II,2,27.43,2,1020.0
1788,Electronic City Phase II,2,26.65,2,1025.0
1789,Electronic City Phase II,2,29.45,2,1020.0
1790,Electronic City Phase II,2,28.88,2,1000.0
1791,Electronic City Phase II,2,28.5,2,1140.0
1792,Electronic City Phase II,2,32.49,2,1125.0
1793,Electronic City Phase II,2,34.65,2,1200.0
1794,Electronic City Phase II,2,52.2,2,1160.0
1795,Electronic City Phase II,2,55.0,2,1244.0
1796,Electronic City Phase II,2,33.51,2,1160.0
1797,Electronic City Phase II,2,40.0,2,972.0
1798,Electronic City Phase II,2,33.51,2,1160.0
1799,Electronic City Phase II,2,31.48,2,1090.0
1800,Electronic City Phase II,2,32.92,2,1140.0
1801,Electronic City Phase II,1,35.0,1,650.0
1802,Electronic City Phase II,2,57.0,2,1155.0
1803,Electronic City Phase II,3,92.0,3,1800.0
1804,Electronic City Phase II,2,28.0,2,1300.0
1805,Electronic City Phase II,2,33.5,2,1160.0
1806,Electronic City Phase II,2,29.6,2,1025.0
1807,Electronic City Phase II,2,22.8,2,829.0
1808,Electronic City Phase II,4,105.0,4,2187.5
1809,Electronic City Phase II,2,67.0,2,1252.0
1810,Electronic City Phase II,2,32.63,2,1125.0
1811,Electronic City Phase II,2,34.0,2,1140.0
1812,Electronic City Phase II,2,65.0,3,1252.0
1813,Electronic City Phase II,2,46.0,2,1135.0
1814,Electronic City Phase II,3,65.0,3,1305.0
1815,Electronic City Phase II,2,33.64,2,1165.0
1816,Electronic City Phase II,2,50.35,3,1336.0
1817,Electronic City Phase II,1,16.75,1,575.0
1818,Electronic City Phase II,2,49.82,3,925.0
1819,Electronic City Phase II,2,30.76,2,1065.0
1820,Electronic City Phase II,2,30.75,2,1065.0
1821,Electronic City Phase II,2,33.06,2,1140.0
1822,Electronic City Phase II,2,26.5,2,911.0
1823,Electronic City Phase II,2,34.65,2,1200.0
1824,Electronic City Phase II,2,54.48,2,1031.0
1825,Electronics City Phase 1,3,78.29,3,1475.0
1826,Electronics City Phase 1,3,78.8,3,1490.0
1827,Electronics City Phase 1,2,53.0,2,1113.27
1828,Electronics City Phase 1,3,84.0,3,1490.0
1829,Electronics City Phase 1,2,56.0,2,1015.0
1830,Electronics City Phase 1,2,80.91,3,1515.0
1831,Electronics City Phase 1,2,46.0,2,995.0
1832,Electronics City Phase 1,2,82.0,3,1555.0
1833,Electronics City Phase 1,2,75.0,2,1340.0
1834,Electronics City Phase 1,2,55.0,3,1124.0
1835,Electronics City Phase 1,2,57.0,2,1175.0
1836,Electronics City Phase 1,1,42.41,1,755.0
1837,Electronics City Phase 1,1,27.0,1,580.0
1838,Electronics City Phase 1,2,49.0,2,940.0
1839,Electronics City Phase 1,2,67.0,2,1335.0
1840,Electronics City Phase 1,2,55.0,2,1113.12
1841,Electronics City Phase 1,3,71.0,3,1350.0
1842,Electronics City Phase 1,2,49.8,2,995.0
1843,Electronics City Phase 1,1,26.0,1,635.0
1844,Electronics City Phase 1,2,68.0,2,1190.0
1845,Electronics City Phase 1,3,72.54,3,1450.0
1846,Electronics City Phase 1,1,16.9,1,360.0
1847,Electronics City Phase 1,1,32.0,1,638.0
1848,Electronics City Phase 1,2,64.98,2,1175.0
1849,Electronics City Phase 1,1,21.0,1,585.0
1850,Electronics City Phase 1,2,59.76,2,1200.0
1851,Electronics City Phase 1,2,54.0,2,1145.0
1852,Electronics City Phase 1,2,65.0,2,1125.0
1853,Electronics City Phase 1,2,82.0,3,1550.0
1854,Electronics City Phase 1,2,40.0,2,865.0
1855,Electronics City Phase 1,3,93.0,3,1800.0
1856,Electronics City Phase 1,2,60.0,2,1314.0
1857,Electronics City Phase 1,2,62.0,2,1170.0
1858,Electronics City Phase 1,3,79.0,3,1450.0
1859,Electronics City Phase 1,2,48.0,2,940.0
1860,Electronics City Phase 1,2,44.0,2,940.0
1861,Electronics City Phase 1,2,67.0,2,1300.0
1862,Electronics City Phase 1,2,51.0,2,1028.0
1863,Electronics City Phase 1,2,60.0,2,1205.0
1864,Electronics City Phase 1,2,67.0,2,1305.0
1865,Electronics City Phase 1,1,30.12,1,755.0
1866,Electronics City Phase 1,2,60.0,2,1175.0
1867,Frazer Town,3,180.0,3,1700.0
1868,Frazer Town,3,95.45,3,1305.0
1869,Frazer Town,3,185.0,3,1870.0
1870,Frazer Town,3,150.0,3,1750.0
1871,Frazer Town,3,200.0,3,2000.0
1872,Frazer Town,4,330.0,3,3500.0
1873,Frazer Town,4,285.0,3,2350.0
1874,Frazer Town,2,140.0,2,1550.0
1875,Frazer Town,4,145.0,3,1900.0
1876,Frazer Town,3,265.0,3,2560.0
1877,Frazer Town,3,260.0,3,2400.0
1878,Frazer Town,3,288.0,3,2560.0
1879,Frazer Town,5,341.0,4,3436.0
1880,Frazer Town,2,140.0,2,1315.0
1881,Frazer Town,3,154.0,3,1706.0
1882,Frazer Town,3,220.0,3,2079.0
1883,Frazer Town,2,341.0,4,3435.0
1884,Frazer Town,5,345.0,4,3436.0
1885,Frazer Town,3,400.0,3,3100.0
1886,Frazer Town,3,400.0,3,5400.0
1887,Frazer Town,2,105.0,2,1180.0
1888,Frazer Town,4,325.0,4,2900.0
1889,Frazer Town,3,180.0,3,1870.0
1890,Frazer Town,1,100.0,1,896.0
1891,Frazer Town,2,120.0,2,1420.0
1892,GM Palaya,2,86.0,3,1820.0
1893,GM Palaya,2,47.0,2,1225.0
1894,GM Palaya,2,48.95,2,1140.0
1895,GM Palaya,2,65.0,3,1315.0
1896,GM Palaya,3,65.0,3,1315.0
1897,GM Palaya,3,64.0,3,1315.0
1898,GM Palaya,3,70.0,3,1735.0
1899,GM Palaya,2,70.0,3,1643.0
1900,Garudachar Palya,2,60.8,3,1325.0
1901,Garudachar Palya,2,48.7,2,1060.0
1902,Garudachar Palya,2,52.75,2,1150.0
1903,Garudachar Palya,2,59.5,3,1295.0
1904,Garudachar Palya,2,60.6,3,1320.0
1905,Garudachar Palya,2,59.5,3,1295.0
1906,Garudachar Palya,2,52.8,2,1150.0
1907,Garudachar Palya,2,52.8,2,1150.0
1908,Garudachar Palya,2,48.5,2,1060.0
1909,Garudachar Palya,2,52.5,2,1150.0
1910,Garudachar Palya,2,60.8,3,1325.0
1911,Garudachar Palya,2,48.66,2,1060.0
1912,Garudachar Palya,2,52.0,2,1150.0
1913,Garudachar Palya,2,51.8,2,1154.0
1914,Giri Nagar,4,400.0,4,2400.0
1915,Giri Nagar,3,252.0,3,1800.0
1916,Giri Nagar,3,240.0,3,1350.0
1917,Giri Nagar,4,400.0,4,2400.0
1918,Giri Nagar,4,375.0,6,3000.0
1919,Giri Nagar,6,400.0,6,2400.0
1920,Giri Nagar,3,750.0,4,4000.0
1921,Gollarapalya Hosahalli,2,34.5,2,861.0
1922,Gollarapalya Hosahalli,3,62.0,3,1408.0
1923,Gollarapalya Hosahalli,2,34.5,2,861.0
1924,Gollarapalya Hosahalli,3,54.0,3,1318.0
1925,Gollarapalya Hosahalli,2,36.5,2,861.0
1926,Gollarapalya Hosahalli,3,60.0,3,1320.0
1927,Gollarapalya Hosahalli,3,60.0,3,1345.0
1928,Gollarapalya Hosahalli,3,86.0,4,1905.0
1929,Gollarapalya Hosahalli,3,56.0,3,1318.0
1930,Gollarapalya Hosahalli,2,50.0,2,1129.0
1931,Gottigere,2,40.0,2,1100.0
1932,Gottigere,2,45.0,2,967.0
1933,Gottigere,3,82.5,3,1618.0
1934,Gottigere,2,63.0,2,1222.0
1935,Gottigere,3,65.0,3,1300.0
1936,Gottigere,2,38.0,2,950.0
1937,Gottigere,2,48.5,2,1153.0
1938,Gottigere,1,26.0,1,812.0
1939,Gottigere,2,65.0,3,1460.0
1940,Gottigere,3,70.0,3,1500.0
1941,Gottigere,3,72.0,3,1621.0
1942,Gottigere,1,26.0,1,812.0
1943,Gottigere,2,40.0,2,990.0
1944,Gottigere,2,63.0,2,1235.0
1945,Gottigere,3,64.0,3,1385.0
1946,Gottigere,2,35.0,2,1000.0
1947,Gottigere,2,35.0,2,1010.0
1948,Gottigere,2,62.0,3,1435.0
1949,Gottigere,2,45.0,2,945.0
1950,Gottigere,3,120.0,4,2500.0
1951,Gottigere,2,52.0,3,1230.0
